gameNumber,gameLength
5796,30
5797,19
5798,28
5799,26
5800,22
5801,19
5802,21
5803,64
5804,25
5805,57
5806,33
5807,33
5808,25
5809,14
5810,20
5811,10
5812,66
5813,32
5814,49
5815,51
5816,82
5817,110
5818,47
5819,14
5820,10
5821,18
5822,20
5823,21
5824,15
5825,63
5826,38
5827,18
5828,97
5829,27
5830,13
5831,17
5832,46
5833,34
5834,24
5835,103
5836,28
5837,26
5838,40
5839,30
5840,16
5841,54
5842,66
5843,45
5844,16
5845,21
5846,57
5847,27
5848,13
5849,19
5850,25
5851,27
5852,24
5853,83
5854,25
5855,23
5856,16
5857,21
5858,18
5859,39
5860,65
5861,111
5862,33
5863,52
5864,19
5865,30
5866,27
5867,49
5868,45
5869,39
5870,28
5871,18
5872,12
5873,30
5874,36
5875,52
5876,24
5877,17
5878,23
5879,28
5880,40
5881,24
5882,47
5883,18
5884,17
5885,43
5886,19
5887,76
5888,24
5889,30
5890,25
5891,85
5892,40
5893,35
5894,20
5895,14
5896,41
5897,50
5898,29
5899,35
5900,38
5901,12
5902,20
5903,27
5904,41
5905,31
5906,45
5907,28
5908,56
5909,54
5910,10
5911,121
5912,33
5913,22
5914,43
5915,32
5916,12
5917,112
5918,120
5919,38
5920,76
5921,27
5922,12
5923,19
5924,59
5925,36
5926,35
5927,9
5928,37
5929,14
5930,48
5931,37
5932,11
5933,49
5934,28
5935,24
5936,19
5937,58
5938,13
5939,44
5940,9
5941,102
5942,83
5943,51
5944,35
5945,24
5946,10
5947,35
5948,22
5949,16
5950,65
5951,27
5952,25
5953,31
5954,55
5955,67
5956,36
5957,20
5958,29
5959,20
5960,19
5961,22
5962,25
5963,89
5964,13
5965,62
5966,43
5967,95
5968,26
5969,23
5970,10
5971,97
5972,54
5973,35
5974,82
5975,21
5976,14
5977,125
5978,114
5979,52
5980,38
5981,36
5982,26
5983,17
5984,52
5985,24
5986,26
5987,43
5988,13
5989,25
5990,53
5991,59
5992,65
5993,27
5994,35
5995,31
5996,16
5997,39
5998,13
5999,21
6000,13
