gameNumber,gameLength
4221,36
4222,14
4223,47
4224,34
4225,34
4226,48
4227,21
4228,24
4229,8
4230,58
4231,25
4232,116
4233,56
4234,17
4235,29
4236,25
4237,65
4238,15
4239,25
4240,23
4241,24
4242,20
4243,45
4244,108
4245,18
4246,32
4247,100
4248,24
4249,20
4250,30
4251,17
4252,68
4253,34
4254,14
4255,26
4256,27
4257,14
4258,22
4259,101
4260,34
4261,11
4262,68
4263,9
4264,28
4265,20
4266,72
4267,35
4268,8
4269,83
4270,16
4271,16
4272,35
4273,21
4274,32
4275,21
4276,26
4277,49
4278,26
4279,20
4280,60
4281,25
4282,12
4283,11
4284,54
4285,36
4286,48
4287,56
4288,60
4289,20
4290,61
4291,40
4292,96
4293,30
4294,55
4295,24
4296,32
4297,44
4298,69
4299,144
4300,84
4301,33
4302,40
4303,27
4304,33
4305,23
4306,15
4307,35
4308,20
4309,65
4310,27
4311,9
4312,26
4313,29
4314,10
4315,12
4316,38
4317,22
4318,35
4319,37
4320,88
4321,24
4322,42
4323,40
4324,20
4325,80
4326,10
4327,9
4328,26
4329,46
4330,54
4331,32
4332,44
4333,51
4334,11
4335,22
4336,43
4337,21
4338,51
4339,30
4340,53
4341,21
4342,44
4343,22
4344,27
4345,66
4346,39
4347,70
4348,51
4349,28
4350,31
4351,48
4352,16
4353,24
4354,48
4355,33
4356,19
4357,19
4358,28
4359,42
4360,59
4361,14
4362,14
4363,23
4364,16
4365,26
4366,31
4367,56
4368,69
4369,34
4370,36
4371,58
4372,14
4373,25
4374,24
4375,19
4376,25
4377,43
4378,94
4379,23
4380,13
4381,21
4382,37
4383,52
4384,8
4385,30
4386,27
4387,143
4388,101
4389,52
4390,86
4391,48
4392,10
4393,27
4394,33
4395,21
4396,42
4397,44
4398,20
4399,24
4400,8
4401,21
4402,39
4403,25
4404,24
4405,19
4406,20
4407,64
4408,49
4409,38
4410,34
4411,32
4412,24
4413,26
4414,36
4415,34
4416,39
4417,42
4418,51
4419,42
4420,38
4421,22
4422,34
4423,73
4424,49
4425,42
4426,87
4427,72
4428,50
4429,21
4430,35
4431,28
4432,35
4433,28
4434,96
4435,34
4436,44
4437,23
4438,45
4439,22
4440,34
4441,27
4442,48
4443,57
4444,34
4445,64
4446,43
4447,26
4448,28
4449,13
4450,27
4451,21
4452,51
4453,18
4454,69
4455,21
4456,39
4457,22
4458,48
4459,20
4460,87
4461,31
4462,203
4463,20
4464,18
4465,39
4466,54
4467,69
4468,34
4469,26
4470,16
4471,78
4472,11
4473,52
4474,40
4475,65
4476,50
4477,20
4478,81
4479,18
4480,24
4481,47
4482,57
4483,10
4484,41
4485,33
4486,21
4487,72
4488,46
4489,12
4490,13
4491,27
4492,21
4493,63
4494,29
4495,26
4496,21
4497,16
4498,42
4499,7
4500,10
4501,11
4502,30
4503,27
4504,18
4505,27
4506,11
4507,34
4508,34
4509,22
4510,17
4511,24
4512,76
4513,86
4514,22
4515,22
4516,11
4517,20
4518,35
4519,24
4520,35
4521,46
4522,26
4523,32
4524,14
4525,35
4526,37
4527,48
4528,56
4529,46
4530,15
4531,57
4532,19
4533,18
4534,43
4535,13
4536,61
4537,13
4538,41
4539,48
4540,16
4541,14
4542,49
4543,45
4544,39
4545,24
4546,24
4547,10
4548,34
4549,88
4550,34
4551,20
4552,15
4553,22
4554,49
4555,19
4556,28
4557,27
4558,30
4559,53
4560,29
4561,44
4562,60
4563,12
4564,20
4565,34
4566,28
4567,17
4568,40
4569,33
4570,127
4571,23
4572,18
4573,11
4574,24
4575,37
4576,100
4577,60
4578,14
4579,19
4580,49
4581,12
4582,19
4583,36
4584,27
4585,35
4586,25
4587,21
4588,37
4589,27
4590,13
4591,56
4592,32
4593,45
4594,69
4595,40
4596,90
4597,15
4598,28
4599,25
4600,20
4601,51
4602,107
4603,21
4604,8
4605,35
4606,7
4607,28
4608,26
4609,14
4610,49
4611,66
4612,24
4613,68
4614,12
4615,17
4616,38
4617,59
4618,85
4619,15
4620,81
4621,82
4622,21
4623,27
4624,9
4625,52
4626,35
4627,75
4628,20
4629,30
4630,24
4631,92
4632,19
4633,24
4634,25
4635,22
4636,27
4637,13
4638,49
4639,63
4640,41
4641,28
4642,27
4643,35
4644,16
4645,13
4646,48
4647,13
4648,21
4649,23
4650,22
4651,67
4652,60
4653,19
4654,10
4655,37
4656,25
4657,28
4658,16
4659,15
4660,35
4661,58
4662,15
4663,38
4664,20
4665,96
4666,13
4667,59
4668,32
4669,9
4670,41
4671,126
4672,32
4673,39
4674,32
4675,31
4676,13
4677,45
4678,54
4679,24
4680,33
4681,46
4682,34
4683,28
4684,60
4685,14
4686,16
4687,8
4688,15
4689,36
4690,34
4691,17
4692,47
4693,16
4694,19
4695,26
4696,62
4697,27
4698,59
4699,50
4700,162
4701,16
4702,28
4703,58
4704,28
4705,13
4706,85
4707,46
4708,31
4709,20
4710,21
4711,32
4712,34
4713,22
4714,33
4715,13
4716,17
4717,35
4718,39
4719,28
4720,97
4721,45
4722,49
4723,22
4724,17
4725,16
4726,32
4727,39
4728,18
4729,24
4730,20
4731,71
4732,14
4733,20
4734,92
4735,12
4736,40
4737,41
4738,51
4739,11
4740,25
4741,31
4742,50
4743,32
4744,42
4745,16
4746,36
4747,19
4748,36
4749,12
4750,21
4751,10
4752,27
4753,9
4754,23
4755,30
4756,43
4757,35
4758,36
4759,129
4760,26
4761,11
4762,70
4763,11
4764,37
4765,18
4766,32
4767,35
4768,37
4769,17
4770,8
4771,11
4772,35
4773,55
4774,19
4775,18
4776,18
4777,12
4778,24
4779,26
4780,43
4781,18
4782,43
4783,15
4784,22
4785,27
4786,40
4787,65
4788,22
4789,56
4790,49
4791,27
4792,25
4793,32
4794,24
4795,34
4796,36
4797,64
4798,37
4799,10
4800,21
4801,55
4802,122
4803,74
4804,28
4805,18
4806,19
4807,24
4808,28
4809,22
4810,53
4811,16
4812,23
4813,16
4814,18
4815,25
4816,37
4817,39
4818,52
4819,59
4820,23
4821,59
4822,20
4823,25
4824,13
4825,80
4826,23
4827,45
4828,15
4829,20
4830,21
4831,22
4832,30
4833,15
4834,37
4835,23
4836,19
4837,21
4838,42
4839,79
4840,76
4841,27
4842,31
4843,27
4844,40
4845,19
4846,11
4847,17
4848,13
4849,24
4850,34
4851,24
4852,17
4853,18
4854,88
4855,18
4856,17
4857,11
4858,39
4859,71
4860,28
4861,32
4862,33
4863,26
4864,8
4865,20
4866,61
4867,37
4868,53
4869,50
4870,47
4871,41
4872,12
4873,28
4874,27
4875,30
4876,12
4877,14
4878,29
4879,26
4880,30
4881,39
4882,11
4883,18
4884,88
4885,45
4886,28
4887,104
4888,23
4889,29
4890,15
4891,32
4892,19
4893,28
4894,46
4895,30
4896,43
4897,50
4898,24
4899,17
4900,20
4901,45
4902,59
4903,47
4904,17
4905,28
4906,50
4907,21
4908,87
4909,56
4910,18
4911,15
4912,24
4913,35
4914,20
4915,66
4916,41
4917,28
4918,11
4919,52
4920,115
4921,39
4922,37
4923,41
4924,59
4925,70
4926,33
4927,32
4928,19
4929,14
4930,23
4931,31
4932,55
4933,41
4934,32
4935,17
4936,53
4937,30
4938,29
4939,12
4940,31
4941,45
4942,61
4943,51
4944,24
4945,54
4946,39
4947,37
4948,44
4949,31
4950,35
4951,31
4952,22
4953,18
4954,75
4955,22
4956,35
4957,140
4958,26
4959,20
4960,10
4961,11
4962,25
4963,21
4964,45
4965,105
4966,41
4967,34
4968,13
4969,36
4970,19
4971,22
4972,37
4973,19
4974,15
4975,65
4976,35
4977,108
4978,10
4979,25
4980,19
4981,15
4982,21
4983,41
4984,30
4985,31
4986,22
4987,52
4988,23
4989,24
4990,16
4991,40
4992,25
4993,29
4994,76
4995,26
4996,11
4997,27
4998,59
4999,21
5000,129
5001,35
5002,52
5003,57
5004,17
5005,21
5006,22
5007,21
5008,13
5009,24
5010,51
5011,21
5012,42
5013,37
5014,13
5015,25
5016,41
5017,13
5018,48
5019,31
5020,15
5021,23
5022,62
5023,47
5024,25
5025,19
5026,16
5027,52
5028,42
5029,29
5030,17
5031,29
5032,61
5033,17
5034,24
5035,30
5036,67
5037,18
5038,30
5039,17
5040,19
5041,46
5042,26
5043,16
5044,50
5045,25
5046,75
5047,22
5048,25
5049,60
5050,16
5051,59
5052,51
5053,22
5054,13
5055,23
5056,30
5057,141
5058,151
5059,12
5060,39
5061,85
5062,22
5063,23
5064,48
5065,51
5066,8
5067,45
5068,42
5069,22
5070,20
5071,21
5072,35
5073,53
5074,34
5075,46
5076,26
5077,32
5078,10
5079,13
5080,52
5081,52
5082,19
5083,20
5084,27
5085,16
5086,57
5087,25
5088,31
5089,33
5090,32
5091,80
5092,32
5093,24
5094,34
5095,35
5096,21
5097,15
5098,20
5099,37
5100,27
5101,17
5102,16
5103,77
5104,47
5105,23
5106,39
5107,13
5108,20
5109,27
5110,46
5111,24
5112,56
5113,47
5114,27
5115,74
5116,55
5117,36
5118,15
5119,9
5120,40
5121,20
5122,75
5123,12
5124,32
5125,24
5126,64
5127,28
5128,45
5129,24
5130,51
5131,44
5132,20
5133,33
5134,49
5135,30
5136,14
5137,98
5138,28
5139,57
5140,23
5141,17
5142,30
5143,31
5144,29
5145,12
5146,14
5147,15
5148,15
5149,48
5150,27
5151,29
5152,68
5153,23
5154,26
5155,53
5156,109
5157,20
5158,150
5159,30
5160,133
5161,27
5162,40
5163,31
5164,16
5165,27
5166,32
5167,34
5168,57
5169,18
5170,29
5171,56
5172,20
5173,59
5174,8
5175,37
5176,15
5177,18
5178,48
5179,29
5180,36
5181,47
5182,24
5183,23
5184,46
5185,45
5186,14
5187,17
5188,24
5189,52
5190,17
5191,52
5192,25
5193,60
5194,96
5195,33
5196,53
5197,10
5198,36
5199,51
5200,23
5201,36
5202,42
5203,42
5204,15
5205,32
5206,17
5207,93
5208,53
5209,31
5210,8
5211,12
5212,18
5213,31
5214,19
5215,38
5216,13
5217,40
5218,32
5219,18
5220,78
5221,35
5222,35
5223,10
5224,47
5225,69
5226,34
5227,30
5228,21
5229,45
5230,166
5231,84
5232,37
5233,38
5234,35
5235,8
5236,33
5237,103
5238,19
5239,34
5240,53
5241,65
5242,21
5243,29
5244,38
5245,36
5246,31
5247,40
5248,36
5249,32
5250,54
5251,35
5252,45
5253,14
5254,31
5255,88
5256,12
5257,22
5258,21
5259,29
5260,14
5261,17
5262,24
5263,83
5264,127
5265,22
5266,120
5267,28
5268,28
5269,27
5270,13
5271,12
5272,46
5273,27
5274,43
5275,23
5276,12
5277,39
5278,19
5279,14
5280,48
5281,16
5282,14
5283,51
5284,80
5285,13
5286,20
5287,32
5288,29
5289,29
5290,64
5291,52
5292,16
5293,30
5294,14
5295,36
5296,23
5297,35
5298,33
5299,105
5300,26
5301,32
5302,34
5303,20
5304,20
5305,72
5306,23
5307,68
5308,25
5309,9
5310,35
5311,22
5312,20
5313,28
5314,21
5315,119
5316,40
5317,14
5318,27
5319,16
5320,10
5321,32
5322,12
5323,35
5324,12
5325,70
5326,46
5327,19
5328,59
5329,26
5330,35
5331,19
5332,22
5333,50
5334,40
5335,21
5336,40
5337,35
5338,27
5339,33
5340,24
5341,13
5342,33
5343,17
5344,35
5345,23
5346,34
5347,25
5348,18
5349,80
5350,18
5351,65
5352,25
5353,73
5354,109
5355,35
5356,54
5357,42
5358,41
5359,18
5360,8
5361,47
5362,84
5363,27
5364,44
5365,14
5366,42
5367,53
5368,49
5369,59
5370,18
5371,88
5372,12
5373,21
5374,31
5375,51
5376,16
5377,37
5378,15
5379,55
5380,25
5381,16
5382,11
5383,35
5384,24
5385,13
5386,29
5387,17
5388,26
5389,56
5390,37
5391,30
5392,27
5393,65
5394,21
5395,40
5396,34
5397,28
5398,55
5399,29
5400,82
5401,13
5402,42
5403,22
5404,30
5405,15
5406,27
5407,40
5408,20
5409,53
5410,19
5411,33
5412,41
5413,17
5414,41
5415,30
5416,18
5417,86
5418,42
5419,23
5420,53
5421,37
5422,36
5423,51
5424,16
5425,12
5426,31
5427,23
5428,81
5429,30
5430,26
5431,34
5432,17
5433,8
5434,141
5435,40
5436,25
5437,35
5438,37
5439,17
5440,29
5441,43
5442,18
5443,11
5444,11
5445,45
5446,14
5447,37
5448,43
5449,49
5450,21
5451,20
5452,44
5453,119
5454,40
5455,71
5456,24
5457,24
5458,125
5459,34
5460,20
5461,14
5462,126
5463,24
5464,32
5465,58
5466,10
5467,20
5468,28
5469,51
5470,30
5471,50
5472,56
5473,57
5474,32
5475,32
5476,17
5477,53
5478,21
5479,63
5480,53
5481,95
5482,27
5483,82
5484,23
5485,22
5486,19
5487,41
5488,21
5489,24
5490,28
5491,29
5492,56
5493,16
5494,41
5495,61
5496,13
5497,11
5498,31
5499,51
5500,23
5501,48
5502,44
5503,141
5504,54
5505,31
5506,125
5507,23
5508,80
5509,41
5510,40
5511,43
5512,33
5513,14
5514,11
5515,116
5516,24
5517,15
5518,12
5519,19
5520,27
5521,93
5522,78
5523,25
5524,8
5525,26
5526,74
5527,8
5528,43
5529,16
5530,21
5531,19
5532,10
5533,113
5534,21
5535,33
5536,32
5537,44
5538,21
5539,45
5540,8
5541,37
5542,45
5543,48
5544,11
5545,15
5546,28
5547,13
5548,14
5549,30
5550,15
5551,8
5552,18
5553,40
5554,28
5555,27
5556,31
5557,32
5558,13
5559,11
5560,41
5561,20
5562,30
5563,15
5564,24
5565,15
5566,33
5567,18
5568,12
5569,33
5570,63
5571,99
5572,20
5573,17
5574,44
5575,25
5576,30
5577,31
5578,21
5579,20
5580,56
5581,40
5582,31
5583,48
5584,40
5585,28
5586,15
5587,19
5588,11
5589,14
5590,64
5591,22
5592,54
5593,58
5594,14
5595,35
5596,16
5597,93
5598,15
5599,35
5600,15
5601,68
5602,33
5603,22
5604,10
5605,15
5606,19
5607,28
5608,56
5609,17
5610,29
5611,32
5612,60
5613,14
5614,29
5615,31
5616,56
5617,39
5618,16
5619,35
5620,31
5621,19
5622,32
5623,67
5624,82
5625,135
5626,28
5627,85
5628,29
5629,25
5630,20
5631,34
5632,23
5633,23
5634,55
5635,23
5636,47
5637,22
5638,22
5639,32
5640,13
5641,16
5642,38
5643,104
5644,71
5645,10
5646,23
5647,29
5648,24
5649,17
5650,9
5651,12
5652,39
5653,36
5654,35
5655,14
5656,22
5657,23
5658,12
5659,31
5660,18
5661,61
5662,40
5663,25
5664,69
5665,24
5666,47
5667,33
5668,25
5669,58
5670,13
5671,44
5672,22
5673,47
5674,42
5675,60
5676,10
5677,46
5678,26
5679,22
5680,54
5681,47
5682,71
5683,23
5684,20
5685,27
5686,20
5687,70
5688,19
5689,78
5690,27
5691,17
5692,43
5693,55
5694,28
5695,19
5696,46
5697,44
5698,38
5699,23
5700,17
5701,40
5702,29
5703,58
5704,36
5705,24
5706,25
5707,36
5708,20
5709,87
5710,21
5711,40
5712,57
5713,20
5714,23
5715,57
5716,37
5717,20
5718,40
5719,15
5720,21
5721,37
5722,37
5723,13
5724,13
5725,19
5726,10
5727,22
5728,98
5729,7
5730,28
5731,66
5732,20
5733,26
5734,42
5735,28
5736,58
5737,43
5738,77
5739,58
5740,51
5741,14
5742,51
5743,23
5744,24
5745,24
5746,37
5747,34
5748,137
5749,38
5750,10
5751,13
5752,18
5753,39
5754,21
5755,15
5756,33
5757,119
5758,24
5759,29
5760,30
5761,15
5762,102
5763,28
5764,25
5765,36
5766,17
5767,15
5768,43
5769,11
5770,53
5771,50
5772,41
5773,30
5774,49
5775,72
5776,13
5777,45
5778,16
5779,40
5780,16
5781,33
5782,22
5783,51
5784,14
5785,97
5786,15
5787,29
5788,27
5789,30
5790,38
5791,21
5792,25
5793,43
5794,86
5795,31
